condition_id,split,direction,nominal_speed_rpm,nominal_torque_nm,measured_signed_torque_nm,measured_temperature_deg_c,measured_curve_mean_te_deg,measured_curve_peak_to_peak_te_deg,low_torque_condition,direction_torque_sign_pass
speed_100rpm__torque_400Nm__temperature_35degC,train,Fw,100.0,400.0,-399.9825323768604,36.43100576131687,-0.039677646860751356,0.04017241609529347,False,True
speed_100rpm__torque_400Nm__temperature_35degC,train,Bw,100.0,400.0,400.00332656260304,36.42794773662551,0.007207203615053181,0.03843194391588593,False,True
speed_100rpm__torque_500Nm__temperature_25degC,train,Fw,100.0,500.0,-499.9924697907864,25.11693806584362,-0.04339818707304352,0.04000850228844021,False,True
speed_100rpm__torque_500Nm__temperature_25degC,train,Bw,100.0,500.0,500.03201404239877,25.005468415637864,0.00704366148181545,0.03876692201914243,False,True
speed_100rpm__torque_600Nm__temperature_30degC,train,Fw,100.0,600.0,-600.003584994946,30.109584567901237,-0.04883807800428823,0.041069108992902274,False,True
speed_100rpm__torque_600Nm__temperature_30degC,train,Bw,100.0,600.0,600.0059912216789,30.08470992798354,0.013713845185782341,0.03925119940542305,False,True
speed_100rpm__torque_700Nm__temperature_25degC,train,Fw,100.0,700.0,-699.9979426573824,25.040437808641975,-0.051156453176451386,0.040908515866657086,False,True
speed_100rpm__torque_700Nm__temperature_25degC,train,Bw,100.0,700.0,699.9990666628546,25.039410651179782,0.015164935362886003,0.03953648109822753,False,True
speed_100rpm__torque_700Nm__temperature_30degC,train,Fw,100.0,700.0,-699.9983886743298,29.86194784952598,-0.05248335558079551,0.041219582780879616,False,True
speed_100rpm__torque_700Nm__temperature_30degC,train,Bw,100.0,700.0,699.9930879440917,29.888252109053493,0.01796126959403099,0.04047981877348257,False,True
speed_100rpm__torque_700Nm__temperature_35degC,train,Fw,100.0,700.0,-699.9929926530212,37.44365908611581,-0.05052667292500797,0.041703067514716745,False,True
speed_100rpm__torque_700Nm__temperature_35degC,train,Bw,100.0,700.0,700.0185773730839,37.45051275720164,0.02001425717575908,0.039560612707334256,False,True
speed_100rpm__torque_800Nm__temperature_30degC,train,Fw,100.0,800.0,-799.9787360282744,29.908346184908357,-0.056385881682585286,0.04179826420367264,False,True
speed_100rpm__torque_800Nm__temperature_30degC,train,Bw,100.0,800.0,800.0555530207635,29.950680709876544,0.021635230742883222,0.03997301165484255,False,True
speed_100rpm__torque_900Nm__temperature_25degC,train,Fw,100.0,900.0,-900.0045249896285,25.272681121399177,-0.058436626010685645,0.04137793245392514,False,True
speed_100rpm__torque_900Nm__temperature_25degC,train,Bw,100.0,900.0,899.9665212162063,25.349729372427987,0.022775169805278907,0.04075963153681137,False,True
speed_1100rpm__torque_0Nm__temperature_25degC,train,Fw,1100.0,0.0,-0.03828909865871605,24.867863973292593,-0.021537665057406553,0.042477680581192875,True,True
speed_1100rpm__torque_0Nm__temperature_25degC,train,Bw,1100.0,0.0,0.014747372271323176,25.114742262207887,-0.012866894553809283,0.04383682480342418,True,True
speed_1100rpm__torque_0Nm__temperature_30degC,train,Fw,1100.0,0.0,-0.043245794198223955,30.443101906863575,-0.019702378649375782,0.042101237921911824,True,True
speed_1100rpm__torque_0Nm__temperature_30degC,train,Bw,1100.0,0.0,0.8578163300672301,30.560281219940027,-0.010794227725267704,0.04318237615693467,True,True
speed_1100rpm__torque_1000Nm__temperature_35degC,train,Fw,1100.0,1000.0,-999.9331964038328,36.020977196853956,-0.05708400157701009,0.05482824208947518,False,True
speed_1100rpm__torque_1000Nm__temperature_35degC,train,Bw,1100.0,1000.0,999.9657556569405,36.1940714124038,0.027918930415399994,0.050284458947883255,False,True
speed_1100rpm__torque_100Nm__temperature_25degC,train,Fw,1100.0,100.0,-99.98805486629108,27.189699541673736,-0.026451874354972132,0.04628097224609702,False,True
speed_1100rpm__torque_100Nm__temperature_25degC,train,Bw,1100.0,100.0,99.89096623795757,27.914917671023595,-0.00976098693750028,0.04902392420209483,False,True
speed_1100rpm__torque_100Nm__temperature_30degC,train,Fw,1100.0,100.0,-99.98932239317473,30.093229968311455,-0.02561954708566733,0.04763643153772325,False,True
speed_1100rpm__torque_100Nm__temperature_30degC,train,Bw,1100.0,100.0,100.10226681653873,30.384631924404463,-0.008556815482048752,0.04816198722410005,False,True
speed_1100rpm__torque_100Nm__temperature_35degC,train,Fw,1100.0,100.0,-99.93831838294358,34.93970065640561,-0.024424345459123527,0.051678368411756236,False,True
speed_1100rpm__torque_100Nm__temperature_35degC,train,Bw,1100.0,100.0,99.96027540270171,35.16158037684604,-0.007091824392349961,0.04847625271010843,False,True
speed_1100rpm__torque_1100Nm__temperature_25degC,train,Fw,1100.0,1100.0,-1099.964627951397,25.350083182435494,-0.06237933710402321,0.05376681271530877,False,True
