candidate_id,direction,input_speed_rpm,output_torque_nm,oil_temperature_deg_c,curve_mae_deg,curve_rmse_deg,centered_curve_mae_deg,absolute_curve_mean_error_deg,metric_contract
PF_A_LOCAL_QUADRATIC,Fw,1700.0,1600.0,25.0,0.0031941128915317233,0.0035182483214007097,0.0012161359771482973,0.0031558253476679232,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1700.0,1800.0,35.0,0.007732652024781179,0.009318386412471685,0.0074133636291852,0.0026646165843331876,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1800.0,200.0,35.0,0.0024426369509315564,0.0028938271052339395,0.0024308409058217796,0.00034080973589286495,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1800.0,600.0,30.0,0.002418008650049492,0.0029652522080844132,0.002417966633328821,5.469972443605808e-06,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1800.0,700.0,30.0,0.0027172316243985373,0.0033503046094531903,0.0026609961136106093,0.0006505741795827455,phase1_full_resolution_degree
PF_A_LOCAL_QUADRATIC,Fw,1800.0,900.0,35.0,0.003273813795367982,0.0038898401493186745,0.0032591249307830886,0.000388998981806353,phase1_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,100.000000,30.000000,0.000795,0.000974,0.000615,0.000611,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,100.000000,35.000000,0.001279,0.001420,0.000554,0.001233,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,300.000000,30.000000,0.000385,0.000480,0.000358,0.000175,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,400.000000,30.000000,0.000518,0.000631,0.000380,0.000419,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,500.000000,35.000000,0.000773,0.000900,0.000448,0.000701,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,600.000000,35.000000,0.000519,0.000635,0.000477,0.000225,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,900.000000,35.000000,0.000718,0.000858,0.000488,0.000596,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,1000.000000,30.000000,0.001441,0.001595,0.000572,0.001433,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,100.000000,1100.000000,30.000000,0.001763,0.001879,0.000531,0.001762,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,200.000000,100.000000,30.000000,0.001258,0.001458,0.000706,0.001164,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,200.000000,200.000000,30.000000,0.000659,0.000817,0.000643,0.000196,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,200.000000,300.000000,25.000000,0.000763,0.000892,0.000410,0.000728,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,200.000000,900.000000,25.000000,0.000752,0.000936,0.000752,0.000006,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,300.000000,100.000000,35.000000,0.001747,0.001892,0.000597,0.001741,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,300.000000,200.000000,30.000000,0.000624,0.000803,0.000559,0.000415,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,300.000000,800.000000,25.000000,0.000846,0.001004,0.000552,0.000743,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,300.000000,1000.000000,25.000000,0.000638,0.000789,0.000546,0.000428,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,0.000000,30.000000,0.001742,0.001873,0.000556,0.001740,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,300.000000,25.000000,0.000539,0.000662,0.000452,0.000354,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,400.000000,25.000000,0.000523,0.000648,0.000484,0.000241,cvp1.2_full_resolution_degree
accepted_periodic_mlp_harmonic_Fw,Fw,400.000000,600.000000,35.000000,0.001058,0.001304,0.000825,0.000824,cvp1.2_full_resolution_degree
